date,eur_usd,inventory,production,rigs,inflation,wti_6m_rolling,wti_12m_rolling,wti_6m_lag,wti
2023-01-01,1.07769,445701.2488479263,12611.0,772.0,6.4,84.08163146997929,94.36828949638588,101.619,78.123
2023-02-01,1.0702263157894736,472211.02040816325,12591.0,758.0,6.0,81.27620050125313,93.13425440866659,93.66521739130437,76.83263157894737
2023-03-01,1.0711347826086957,477295.1612903226,12815.0,752.0,5.0,79.4145482646009,90.1830521688774,84.25809523809524,73.08818181818182
2023-04-01,1.0962,465031.1904761905,12680.0,752.0,4.9,78.05793422951318,88.32212015133354,87.586,79.44631578947369
2023-05-01,1.0867090909090908,461030.4746543779,12730.0,728.0,4.0,75.92588516746412,85.15760355681694,84.37047619047618,71.57818181818182
2023-06-01,1.0840285714285716,459785.55238095234,12866.0,687.0,3.0,74.88606770714667,81.44184958856297,76.487,70.24809523809525
2023-07-01,1.10669,453114.004608295,12935.0,672.0,3.2,74.54381770714666,79.31272458856297,78.123,76.0695
2023-08-01,1.091,433457.6728110599,13047.0,647.0,3.7,75.30272693674239,78.28946371899775,76.83263157894737,81.38608695652174
2023-09-01,1.067175,417522.0571428572,13177.0,631.0,3.7,78.02552996704541,78.72003911582316,73.08818181818182,89.425
2023-10-01,1.056457142857143,421850.9078341014,13149.0,623.0,3.2,79.05773130372044,78.55783276661681,79.44631578947369,85.63952380952381
2023-11-01,1.08193,443440.8380952381,13281.0,619.0,3.1,80.07553433402346,78.00070975074378,71.57818181818182,77.685
2023-12-01,1.09094,439169.3041474655,13308.0,623.0,3.4,80.35085179434093,77.6184597507438,70.24809523809525,71.9
2024-01-01,1.0898904761904762,426466.8433179724,12554.0,620.0,3.1,80.03133195307107,77.28757483010887,76.0695,74.15238095238095
2024-02-01,1.0793,441000.0147783252,13102.0,622.0,3.2,79.37180868838765,77.337267812565,81.38608695652174,77.42894736842106
2024-03-01,1.0870190476190476,447962.1382488479,13171.0,625.0,3.5,78.01397535505431,78.01975266104986,89.425,81.27799999999999
2024-04-01,1.0723909090909092,457674.0,13249.0,617.0,3.4,77.95889598997493,78.5083136468477,85.63952380952381,85.30904761904762
2024-05-01,1.0810136363636362,457268.3133640553,13201.0,602.0,3.3,78.34882023239918,79.21217728321132,77.685,80.02454545454545
2024-06-01,1.0763263157894736,456656.5142857143,13240.0,588.0,3.0,79.66004830257462,80.00545004845777,71.9,79.76736842105262
2024-07-01,1.084659090909091,438455.3548387097,13192.0,586.0,2.9,80.93472723475355,80.48302959391232,74.15238095238095,81.80045454545454
2024-08-01,1.1020181818181818,426194.72811059904,13361.0,586.0,2.5,80.81043297638034,80.091120832384,77.42894736842106,76.68318181818182
2024-09-01,1.110425,416929.4666666667,13204.0,587.0,2.4,78.970099643047,78.49203749905065,81.27799999999999,70.236
2024-10-01,1.08945,423927.8064516129,13204.0,587.0,2.6,76.77931634422023,77.36910616709758,85.30904761904762,72.16434782608695
2024-11-01,1.0621315789473684,428223.7476190477,13204.0,587.0,2.7,75.10639210179598,76.72760616709759,80.02454545454545,69.987
2024-12-01,1.05026,421897.5054945055,13204.0,587.0,2.7,73.40819433465086,76.53412131861273,79.76736842105262,69.57818181818182
