date,eur_usd,inventory,production,rigs,inflation,wti_6m_rolling,wti_12m_rolling,wti_6m_lag,wti
2021-06-01,1.2048272727272726,461973.28095238097,11394.0,464.0,5.4,61.94202146753577,51.80784951633036,47.025,71.37818181818182
2021-07-01,1.182138095238095,439176.6728110599,11416.0,483.0,5.4,65.35482430797019,54.455748145478985,52.008421052631576,72.4852380952381
2021-08-01,1.1766954545454544,433151.16589861753,11314.0,501.0,5.3,66.80218076730034,56.571698722679564,59.04631578947369,67.73045454545455
2021-09-01,1.1764904761904762,418539.16190476186,10957.0,508.0,5.4,68.35437193362193,59.239357452838284,62.33304347826088,71.64619047619047
2021-10-01,1.159985,428351.8202764977,11637.0,538.0,6.2,71.64770526695527,62.746087250818086,61.71666666666666,81.47666666666666
2021-11-01,1.14159,433770.17619047617,11867.0,560.0,6.8,73.97737193362194,65.93026488239704,65.1695,79.14750000000001
2021-12-01,1.1300809523809523,424893.267281106,11752.0,579.0,7.0,74.032977994228,67.98749973088188,71.37818181818182,71.71181818181819
2022-01-01,1.131675,414793.0460829493,11442.0,601.0,7.5,75.82243831168832,70.58863130982925,72.4852380952381,83.22200000000001
2022-02-01,1.1349052631578949,412924.0612244898,11467.0,636.0,7.9,79.80753799270904,73.30485938000469,67.73045454545455,91.64105263157894
2022-03-01,1.1018521739130436,412723.7373271889,11875.0,662.0,8.5,85.95027436261933,77.15232314812063,71.64619047619047,108.50260869565216
2022-04-01,1.080295238095238,415956.7142857143,11812.0,690.0,8.3,89.33374658484155,80.49072592589842,81.47666666666666,101.7775
2022-05-01,1.0567190476190476,419511.07834101387,11742.0,719.0,8.6,94.40122674357171,84.18929933859683,79.14750000000001,109.55238095238094
2022-06-01,1.0567190476190476,417977.87142857147,11913.0,738.0,9.1,101.58878085612582,87.8108794251769,71.71181818181819,114.83714285714284
2022-07-01,1.016825,425390.3133640553,11992.0,757.0,8.5,104.65494752279248,90.23869291724039,83.22200000000001,101.619
2022-08-01,1.0128782608695652,424475.2857142857,12123.0,764.0,8.3,104.99230831608004,92.39992315439456,91.64105263157894,93.66521739130437
2022-09-01,0.9898809523809524,429608.8476190476,12439.0,762.0,8.2,100.9515560731539,93.45091521788662,108.50260869565216,84.25809523809524
2022-10-01,0.985295,437531.331797235,12431.0,768.0,7.7,98.58630607315389,93.96002632899773,101.7775,87.586
2022-11-01,1.01919,430390.1285714285,12467.0,779.0,7.1,94.38932194616977,94.39527434487074,109.55238095238094,84.37047619047618
2022-12-01,1.0590666666666668,419528.2119815668,12175.0,780.0,6.5,87.9976314699793,94.79320616305256,114.83714285714284,76.487
